session,voie,sexe,statut_du_candidat,academie,serie,inscrits,presents,admis_au_1er_groupe,refuses_au_1er_groupe,ajournes_passant_les_epreuves_du_rattrapage,admis_au_rattrapage,refuses_au_rattrapage,admis_totaux,mention_tb_avec_les_felicitations,mention_tb_sans_les_felicitations,mention_b,mention_ab,sans_mention,refuses_totaux
2021,bac_professionnel,F,enseignement_a_distance,nice,pro_prod,1,1,1,0,0,0,0,1,0,0,0,1,0,0
2021,bac_professionnel,F,enseignement_a_distance,nice,pro_serv,17,11,8,3,0,0,0,8,0,0,2,4,2,3
2021,bac_professionnel,F,enseignement_a_distance,normandie,pro_serv,16,12,10,2,0,0,0,10,0,0,1,2,7,2
2021,bac_professionnel,F,enseignement_a_distance,orleans-tours,pro_serv,1,1,1,0,0,0,0,1,0,0,0,0,1,0
2021,bac_professionnel,F,enseignement_a_distance,paris,pro_serv,1,1,1,0,0,0,0,1,0,0,0,1,0,0
2021,bac_professionnel,F,enseignement_a_distance,poitiers,pro_serv,11,7,5,2,0,0,0,5,0,0,0,2,3,2
2021,bac_professionnel,F,enseignement_a_distance,reims,pro_serv,7,5,5,0,0,0,0,5,0,1,0,2,2,0
2021,bac_professionnel,F,enseignement_a_distance,rennes,pro_serv,10,9,7,2,0,0,0,7,0,1,1,3,2,2
2021,bac_professionnel,F,enseignement_a_distance,strasbourg,pro_serv,7,5,2,3,0,0,0,2,0,1,0,0,1,3
2021,bac_professionnel,F,enseignement_a_distance,toulouse,pro_serv,16,9,6,2,1,1,0,7,0,1,0,4,2,2
2021,bac_professionnel,F,enseignement_a_distance,versailles,pro_serv,37,24,11,12,1,1,0,12,0,1,2,4,5,12
2021,bac_professionnel,F,formation_continue,aix-marseille,pro_prod,3,2,2,0,0,0,0,2,0,2,0,0,0,0
2021,bac_professionnel,F,formation_continue,aix-marseille,pro_serv,88,82,71,8,3,3,0,74,0,4,14,27,29,8
2021,bac_professionnel,F,formation_continue,amiens,pro_prod,3,2,2,0,0,0,0,2,0,2,0,0,0,0
2021,bac_professionnel,F,formation_continue,amiens,pro_serv,2,1,1,0,0,0,0,1,0,0,1,0,0,0
2021,bac_professionnel,F,formation_continue,besancon,pro_serv,3,3,3,0,0,0,0,3,0,2,1,0,0,0
2021,bac_professionnel,F,formation_continue,bordeaux,pro_prod,12,12,12,0,0,0,0,12,0,2,0,0,10,0
2021,bac_professionnel,F,formation_continue,bordeaux,pro_serv,27,26,22,3,1,0,1,22,0,3,4,9,6,4
2021,bac_professionnel,F,formation_continue,clermont-ferrand,pro_serv,12,12,11,1,0,0,0,11,0,3,2,5,1,1
2021,bac_professionnel,F,formation_continue,creteil,pro_prod,11,10,9,0,1,0,1,9,0,0,0,1,8,1
2021,bac_professionnel,F,formation_continue,creteil,pro_serv,15,11,6,5,0,0,0,6,0,2,0,1,3,5
2021,bac_professionnel,F,formation_continue,dijon,pro_prod,4,4,4,0,0,0,0,4,0,2,0,2,0,0
2021,bac_professionnel,F,formation_continue,dijon,pro_serv,17,17,17,0,0,0,0,17,0,4,7,5,1,0
2021,bac_professionnel,F,formation_continue,grenoble,pro_prod,7,6,6,0,0,0,0,6,0,1,0,2,3,0
2021,bac_professionnel,F,formation_continue,grenoble,pro_serv,2,2,2,0,0,0,0,2,0,0,0,2,0,0
2021,bac_professionnel,F,formation_continue,guadeloupe,pro_serv,17,14,9,2,3,3,0,12,0,0,1,2,9,2
2021,bac_professionnel,F,formation_continue,guyane,pro_prod,1,1,0,1,0,0,0,0,0,0,0,0,0,1
2021,bac_professionnel,F,formation_continue,guyane,pro_serv,28,25,12,10,3,2,1,14,0,0,3,4,7,11
2021,bac_professionnel,F,formation_continue,la_reunion,pro_serv,11,7,6,1,0,0,0,6,0,0,2,3,1,1
2021,bac_professionnel,F,formation_continue,lille,pro_prod,11,10,10,0,0,0,0,10,0,6,2,2,0,0
2021,bac_professionnel,F,formation_continue,lille,pro_serv,55,52,44,6,2,0,2,44,0,7,13,14,10,8
2021,bac_professionnel,F,formation_continue,limoges,pro_serv,7,6,6,0,0,0,0,6,0,1,3,2,0,0
2021,bac_professionnel,F,formation_continue,lyon,pro_prod,9,8,6,2,0,0,0,6,0,1,1,2,2,2
2021,bac_professionnel,F,formation_continue,lyon,pro_serv,51,51,41,6,4,2,2,43,0,6,6,17,14,8
2021,bac_professionnel,F,formation_continue,montpellier,pro_prod,3,3,2,1,0,0,0,2,0,1,0,0,1,1
2021,bac_professionnel,F,formation_continue,montpellier,pro_serv,22,21,19,2,0,0,0,19,0,4,4,8,3,2
2021,bac_professionnel,F,formation_continue,nancy-metz,pro_prod,18,16,15,1,0,0,0,15,0,7,3,3,2,1
2021,bac_professionnel,F,formation_continue,nancy-metz,pro_serv,94,92,87,3,2,2,0,89,0,20,32,26,11,3
2021,bac_professionnel,F,formation_continue,nantes,pro_prod,24,23,20,1,2,1,1,21,0,5,7,3,6,2
2021,bac_professionnel,F,formation_continue,nantes,pro_serv,21,21,18,1,2,1,1,19,0,1,3,10,5,2
2021,bac_professionnel,F,formation_continue,nice,pro_prod,4,4,4,0,0,0,0,4,0,1,1,2,0,0
2021,bac_professionnel,F,formation_continue,nice,pro_serv,41,37,35,2,0,0,0,35,0,3,4,17,11,2
2021,bac_professionnel,F,formation_continue,normandie,pro_prod,27,26,23,3,0,0,0,23,0,7,8,7,1,3
2021,bac_professionnel,F,formation_continue,normandie,pro_serv,89,85,74,7,4,2,2,76,0,18,28,17,13,9
2021,bac_professionnel,F,formation_continue,orleans-tours,pro_prod,17,17,17,0,0,0,0,17,0,3,3,3,8,0
2021,bac_professionnel,F,formation_continue,orleans-tours,pro_serv,26,24,22,0,2,2,0,24,0,3,4,8,9,0
2021,bac_professionnel,F,formation_continue,paris,pro_prod,20,20,20,0,0,0,0,20,0,5,5,3,7,0
2021,bac_professionnel,F,formation_continue,paris,pro_serv,53,47,26,13,8,8,0,34,0,1,3,13,17,13
2021,bac_professionnel,F,formation_continue,poitiers,pro_prod,2,1,1,0,0,0,0,1,0,1,0,0,0,0
2021,bac_professionnel,F,formation_continue,poitiers,pro_serv,9,9,6,1,2,1,1,7,0,0,0,6,1,2
2021,bac_professionnel,F,formation_continue,reims,pro_prod,9,7,7,0,0,0,0,7,0,2,2,2,1,0
2021,bac_professionnel,F,formation_continue,reims,pro_serv,21,21,21,0,0,0,0,21,0,7,4,7,3,0
2021,bac_professionnel,F,formation_continue,rennes,pro_prod,6,6,6,0,0,0,0,6,0,3,3,0,0,0
2021,bac_professionnel,F,formation_continue,rennes,pro_serv,16,16,13,2,1,0,1,13,0,1,2,4,6,3
2021,bac_professionnel,F,formation_continue,strasbourg,pro_prod,6,6,6,0,0,0,0,6,0,3,1,0,2,0
2021,bac_professionnel,F,formation_continue,strasbourg,pro_serv,8,8,8,0,0,0,0,8,0,0,4,2,2,0
2021,bac_professionnel,F,formation_continue,toulouse,pro_prod,16,16,16,0,0,0,0,16,0,3,7,6,0,0
2021,bac_professionnel,F,formation_continue,toulouse,pro_serv,5,5,4,0,1,1,0,5,0,1,1,0,3,0
2021,bac_professionnel,F,formation_continue,versailles,pro_prod,8,8,7,0,1,1,0,8,0,4,0,1,3,0
2021,bac_professionnel,F,formation_continue,versailles,pro_serv,30,28,23,4,1,1,0,24,0,4,7,7,6,4
2021,bac_professionnel,F,individuel,aix-marseille,pro_prod,16,12,9,3,0,0,0,9,0,0,1,1,7,3
2021,bac_professionnel,F,individuel,aix-marseille,pro_serv,39,20,6,9,5,2,3,8,0,0,0,0,8,12
2021,bac_professionnel,F,individuel,amiens,pro_prod,20,13,13,0,0,0,0,13,0,1,0,1,11,0
2021,bac_professionnel,F,individuel,amiens,pro_serv,32,21,11,10,0,0,0,11,0,0,1,5,5,10
2021,bac_professionnel,F,individuel,besancon,pro_prod,2,2,1,1,0,0,0,1,0,0,0,0,1,1
2021,bac_professionnel,F,individuel,besancon,pro_serv,11,8,5,2,1,1,0,6,0,1,0,1,4,2
2021,bac_professionnel,F,individuel,bordeaux,pro_prod,16,13,8,5,0,0,0,8,0,0,0,1,7,5
2021,bac_professionnel,F,individuel,bordeaux,pro_serv,27,12,8,3,1,0,1,8,0,1,0,2,5,4
2021,bac_professionnel,F,individuel,clermont-ferrand,pro_prod,21,17,13,4,0,0,0,13,0,0,1,0,12,4
2021,bac_professionnel,F,individuel,clermont-ferrand,pro_serv,7,5,4,1,0,0,0,4,0,0,0,0,4,1
2021,bac_professionnel,F,individuel,corse,pro_prod,19,14,11,3,0,0,0,11,0,0,0,1,10,3
2021,bac_professionnel,F,individuel,creteil,pro_prod,25,18,13,4,1,1,0,14,0,0,0,0,14,4
2021,bac_professionnel,F,individuel,creteil,pro_serv,79,54,29,23,2,0,2,29,0,1,4,8,16,25
2021,bac_professionnel,F,individuel,dijon,pro_prod,10,8,7,1,0,0,0,7,0,0,0,0,7,1
2021,bac_professionnel,F,individuel,dijon,pro_serv,15,11,6,4,1,1,0,7,0,0,1,0,6,4
2021,bac_professionnel,F,individuel,grenoble,pro_prod,27,23,18,5,0,0,0,18,0,0,2,2,14,5
2021,bac_professionnel,F,individuel,grenoble,pro_serv,26,12,6,4,2,2,0,8,0,0,1,1,6,4
2021,bac_professionnel,F,individuel,guadeloupe,pro_prod,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,bac_professionnel,F,individuel,guadeloupe,pro_serv,14,12,5,6,1,1,0,6,0,0,0,2,4,6
2021,bac_professionnel,F,individuel,guyane,pro_prod,4,3,2,1,0,0,0,2,0,0,0,0,2,1
2021,bac_professionnel,F,individuel,guyane,pro_serv,17,15,8,4,3,0,3,8,0,0,0,1,7,7
2021,bac_professionnel,F,individuel,la_reunion,pro_prod,25,18,16,2,0,0,0,16,0,0,0,0,16,2
2021,bac_professionnel,F,individuel,la_reunion,pro_serv,4,1,1,0,0,0,0,1,0,0,0,1,0,0
2021,bac_professionnel,F,individuel,lille,pro_prod,13,10,9,1,0,0,0,9,0,0,0,0,9,1
2021,bac_professionnel,F,individuel,lille,pro_serv,31,22,10,10,2,1,1,11,0,0,1,2,8,11
2021,bac_professionnel,F,individuel,limoges,pro_prod,14,9,9,0,0,0,0,9,0,0,0,0,9,0
2021,bac_professionnel,F,individuel,limoges,pro_serv,8,4,1,3,0,0,0,1,0,0,0,0,1,3
2021,bac_professionnel,F,individuel,lyon,pro_prod,16,9,9,0,0,0,0,9,0,0,0,0,9,0
2021,bac_professionnel,F,individuel,lyon,pro_serv,58,36,19,12,5,3,2,22,0,0,3,5,14,14
2021,bac_professionnel,F,individuel,martinique,pro_serv,8,7,5,1,1,1,0,6,0,0,0,1,5,1
2021,bac_professionnel,F,individuel,mayotte,pro_prod,1,1,0,1,0,0,0,0,0,0,0,0,0,1
2021,bac_professionnel,F,individuel,mayotte,pro_serv,10,8,3,3,2,1,1,4,0,0,0,0,4,4
2021,bac_professionnel,F,individuel,montpellier,pro_prod,23,16,13,3,0,0,0,13,0,0,1,1,11,3
2021,bac_professionnel,F,individuel,montpellier,pro_serv,34,14,12,2,0,0,0,12,0,0,2,3,7,2
2021,bac_professionnel,F,individuel,nancy-metz,pro_prod,5,4,3,1,0,0,0,3,0,0,0,0,3,1
2021,bac_professionnel,F,individuel,nancy-metz,pro_serv,29,17,7,7,3,2,1,9,0,1,1,2,5,8
2021,bac_professionnel,F,individuel,nantes,pro_prod,27,21,10,11,0,0,0,10,0,0,1,1,8,11
2021,bac_professionnel,F,individuel,nantes,pro_serv,35,26,15,6,5,1,4,16,0,1,1,7,7,10
2021,bac_professionnel,F,individuel,nice,pro_prod,11,6,5,1,0,0,0,5,0,0,0,0,5,1
2021,bac_professionnel,F,individuel,nice,pro_serv,12,4,2,2,0,0,0,2,0,0,0,2,0,2
2021,bac_professionnel,F,individuel,normandie,pro_prod,12,10,9,1,0,0,0,9,0,0,0,0,9,1
2021,bac_professionnel,F,individuel,normandie,pro_serv,21,17,10,5,2,0,2,10,0,2,0,2,6,7
2021,bac_professionnel,F,individuel,orleans-tours,pro_prod,26,23,19,3,1,1,0,20,0,0,0,0,20,3
2021,bac_professionnel,F,individuel,orleans-tours,pro_serv,36,26,15,9,2,1,1,16,0,0,1,4,11,10
2021,bac_professionnel,F,individuel,paris,pro_prod,23,20,19,1,0,0,0,19,0,3,0,0,16,1
2021,bac_professionnel,F,individuel,paris,pro_serv,23,17,8,7,2,1,1,9,0,0,0,0,9,8
2021,bac_professionnel,F,individuel,poitiers,pro_prod,9,7,6,1,0,0,0,6,0,0,0,1,5,1
2021,bac_professionnel,F,individuel,poitiers,pro_serv,17,4,4,0,0,0,0,4,0,0,0,2,2,0
2021,bac_professionnel,F,individuel,reims,pro_prod,3,3,3,0,0,0,0,3,0,0,0,1,2,0
2021,bac_professionnel,F,individuel,reims,pro_serv,10,5,5,0,0,0,0,5,0,0,0,1,4,0
2021,bac_professionnel,F,individuel,rennes,pro_prod,35,28,25,3,0,0,0,25,0,0,0,4,21,3
2021,bac_professionnel,F,individuel,rennes,pro_serv,25,17,11,4,2,2,0,13,0,2,1,2,8,4
2021,bac_professionnel,F,individuel,strasbourg,pro_prod,6,4,3,1,0,0,0,3,0,0,0,0,3,1
2021,bac_professionnel,F,individuel,strasbourg,pro_serv,22,8,5,2,1,1,0,6,0,0,1,0,5,2
2021,bac_professionnel,F,individuel,toulouse,pro_prod,20,16,13,3,0,0,0,13,0,0,1,1,11,3
2021,bac_professionnel,F,individuel,toulouse,pro_serv,22,12,5,5,2,1,1,6,0,0,1,2,3,6
2021,bac_professionnel,F,individuel,versailles,pro_prod,24,18,15,2,1,1,0,16,0,0,1,2,13,2
2021,bac_professionnel,F,individuel,versailles,pro_serv,101,66,34,19,13,8,5,42,0,0,1,3,38,24
2021,bac_professionnel,F,scolaire,aix-marseille,pro_prod,349,340,291,40,9,7,2,298,0,24,53,112,109,42
2021,bac_professionnel,F,scolaire,aix-marseille,pro_serv,2936,2922,2457,301,164,106,58,2563,0,100,537,985,941,359
2021,bac_professionnel,F,scolaire,amiens,pro_prod,396,392,330,57,5,3,2,333,0,12,80,112,129,59
2021,bac_professionnel,F,scolaire,amiens,pro_serv,2288,2264,1923,223,118,78,40,2001,0,99,445,780,677,263
2021,bac_professionnel,F,scolaire,besancon,pro_prod,278,277,249,19,9,8,1,257,0,13,48,108,88,20
2021,bac_professionnel,F,scolaire,besancon,pro_serv,1243,1233,1075,101,57,40,17,1115,0,50,267,421,377,118
2021,bac_professionnel,F,scolaire,bordeaux,pro_prod,705,694,627,56,11,9,2,636,0,40,146,252,198,58
2021,bac_professionnel,F,scolaire,bordeaux,pro_serv,3186,3169,2813,218,138,90,48,2903,0,162,704,1090,947,266
2021,bac_professionnel,F,scolaire,clermont-ferrand,pro_prod,337,335,306,25,4,1,3,307,0,23,65,116,103,28
2021,bac_professionnel,F,scolaire,clermont-ferrand,pro_serv,1273,1271,1102,98,71,34,37,1136,0,34,248,460,394,135
2021,bac_professionnel,F,scolaire,corse,pro_prod,38,38,36,2,0,0,0,36,0,5,12,11,8,2
2021,bac_professionnel,F,scolaire,corse,pro_serv,186,186,168,13,5,5,0,173,0,11,33,56,73,13
2021,bac_professionnel,F,scolaire,creteil,pro_prod,405,396,321,62,13,8,5,329,0,33,64,101,131,67
2021,bac_professionnel,F,scolaire,creteil,pro_serv,4828,4815,4010,543,262,176,86,4186,0,152,830,1568,1636,629
2021,bac_professionnel,F,scolaire,dijon,pro_prod,376,374,327,34,13,8,5,335,0,14,65,118,138,39
2021,bac_professionnel,F,scolaire,dijon,pro_serv,1437,1430,1278,77,75,38,37,1316,0,53,286,521,456,114
2021,bac_professionnel,F,scolaire,grenoble,pro_prod,699,693,614,59,20,11,9,625,0,46,115,252,212,68
2021,bac_professionnel,F,scolaire,grenoble,pro_serv,3131,3114,2754,237,123,81,42,2835,0,147,564,1131,993,279
2021,bac_professionnel,F,scolaire,guadeloupe,pro_prod,110,108,99,3,6,6,0,105,0,5,18,37,45,3
2021,bac_professionnel,F,scolaire,guadeloupe,pro_serv,640,634,507,57,70,58,12,565,0,16,76,210,263,69
2021,bac_professionnel,F,scolaire,guyane,pro_prod,141,136,97,29,10,9,1,106,0,2,11,22,71,30
2021,bac_professionnel,F,scolaire,guyane,pro_serv,629,623,443,109,71,52,19,495,0,7,51,148,289,128
2021,bac_professionnel,F,scolaire,la_reunion,pro_prod,157,155,133,16,6,5,1,138,0,13,27,49,49,17
2021,bac_professionnel,F,scolaire,la_reunion,pro_serv,1399,1397,1166,119,112,68,44,1234,0,55,232,453,494,163
2021,bac_professionnel,F,scolaire,lille,pro_prod,692,687,596,70,21,11,10,607,0,32,130,230,215,80
2021,bac_professionnel,F,scolaire,lille,pro_serv,5033,5006,4208,528,270,174,96,4382,0,165,894,1747,1576,624
2021,bac_professionnel,F,scolaire,limoges,pro_prod,186,183,158,18,7,3,4,161,0,10,33,58,60,22
2021,bac_professionnel,F,scolaire,limoges,pro_serv,589,586,517,39,30,18,12,535,0,18,98,232,187,51
2021,bac_professionnel,F,scolaire,lyon,pro_prod,636,634,556,67,11,9,2,565,0,29,102,225,209,69
2021,bac_professionnel,F,scolaire,lyon,pro_serv,3022,3008,2647,209,152,84,68,2731,0,116,579,1081,955,277
2021,bac_professionnel,F,scolaire,martinique,pro_prod,123,121,106,11,4,4,0,110,0,5,16,44,45,11
2021,bac_professionnel,F,scolaire,martinique,pro_serv,536,533,430,71,32,18,14,448,0,8,52,169,219,85
2021,bac_professionnel,F,scolaire,mayotte,pro_prod,44,44,25,8,11,8,3,33,0,1,3,3,26,11
2021,bac_professionnel,F,scolaire,mayotte,pro_serv,525,525,314,91,120,81,39,395,0,2,23,96,274,130
2021,bac_professionnel,F,scolaire,montpellier,pro_prod,546,542,476,57,9,9,0,485,0,28,84,175,198,57
2021,bac_professionnel,F,scolaire,montpellier,pro_serv,2815,2799,2474,201,124,77,47,2551,0,133,594,915,909,248
2021,bac_professionnel,F,scolaire,nancy-metz,pro_prod,448,444,394,40,10,6,4,400,0,24,86,161,129,44
2021,bac_professionnel,F,scolaire,nancy-metz,pro_serv,2420,2413,2082,196,135,74,61,2156,0,139,519,802,696,257
2021,bac_professionnel,F,scolaire,nantes,pro_prod,1029,1023,938,72,13,9,4,947,0,61,193,362,331,76
2021,bac_professionnel,F,scolaire,nantes,pro_serv,4064,4053,3714,203,136,80,56,3794,0,163,835,1630,1166,259
2021,bac_professionnel,F,scolaire,nice,pro_prod,292,286,246,27,13,10,3,256,0,23,47,103,83,30
2021,bac_professionnel,F,scolaire,nice,pro_serv,1679,1674,1468,135,71,40,31,1508,0,84,311,559,554,166
2021,bac_professionnel,F,scolaire,normandie,pro_prod,743,735,646,74,15,11,4,657,0,47,147,224,239,78
2021,bac_professionnel,F,scolaire,normandie,pro_serv,3351,3336,2949,244,143,89,54,3038,0,137,672,1185,1044,298
2021,bac_professionnel,F,scolaire,orleans-tours,pro_prod,581,573,520,41,12,8,4,528,0,34,112,189,193,45
2021,bac_professionnel,F,scolaire,orleans-tours,pro_serv,2580,2574,2281,181,112,76,36,2357,0,91,538,910,818,217
2021,bac_professionnel,F,scolaire,paris,pro_prod,255,255,224,25,6,6,0,230,0,26,58,78,68,25
2021,bac_professionnel,F,scolaire,paris,pro_serv,1420,1410,1197,123,90,73,17,1270,0,56,283,462,469,140
2021,bac_professionnel,F,scolaire,poitiers,pro_prod,530,523,458,55,10,4,6,462,0,24,104,157,177,61
2021,bac_professionnel,F,scolaire,poitiers,pro_serv,1508,1499,1334,97,68,42,26,1376,0,65,316,534,461,123
2021,bac_professionnel,F,scolaire,reims,pro_prod,271,269,235,26,8,6,2,241,0,17,52,88,84,28
2021,bac_professionnel,F,scolaire,reims,pro_serv,1329,1325,1107,119,99,70,29,1177,0,44,220,451,462,148
2021,bac_professionnel,F,scolaire,rennes,pro_prod,905,901,825,66,10,3,7,828,0,56,192,305,275,73
2021,bac_professionnel,F,scolaire,rennes,pro_serv,3335,3319,3089,137,93,62,31,3151,0,122,755,1363,911,168
2021,bac_professionnel,F,scolaire,strasbourg,pro_prod,220,219,187,23,9,6,3,193,0,19,38,77,59,26
2021,bac_professionnel,F,scolaire,strasbourg,pro_serv,1731,1727,1444,150,133,75,58,1519,0,67,308,568,576,208
2021,bac_professionnel,F,scolaire,toulouse,pro_prod,737,729,654,54,21,13,8,667,0,65,148,234,220,62
2021,bac_professionnel,F,scolaire,toulouse,pro_serv,2633,2621,2303,184,134,97,37,2400,0,100,576,903,821,221
2021,bac_professionnel,F,scolaire,versailles,pro_prod,497,494,430,46,18,15,3,445,0,28,112,165,140,49
2021,bac_professionnel,F,scolaire,versailles,pro_serv,5050,5036,4170,546,320,196,124,4366,0,216,976,1615,1559,670
2021,bac_professionnel,M,apprentissage,aix-marseille,pro_prod,461,444,373,56,15,8,7,381,0,27,75,145,134,63
2021,bac_professionnel,M,apprentissage,aix-marseille,pro_serv,141,129,102,20,7,5,2,107,0,7,21,47,32,22
2021,bac_professionnel,M,apprentissage,amiens,pro_prod,422,415,372,26,17,11,6,383,0,27,95,144,117,32
2021,bac_professionnel,M,apprentissage,amiens,pro_serv,92,89,75,9,5,2,3,77,0,6,15,32,24,12
2021,bac_professionnel,M,apprentissage,besancon,pro_prod,473,460,414,36,10,4,6,418,0,26,96,166,130,42
2021,bac_professionnel,M,apprentissage,besancon,pro_serv,66,66,54,11,1,1,0,55,0,3,9,28,15,11
2021,bac_professionnel,M,apprentissage,bordeaux,pro_prod,790,769,654,82,33,20,13,674,0,60,171,225,218,95
2021,bac_professionnel,M,apprentissage,bordeaux,pro_serv,185,184,144,24,16,14,2,158,0,8,37,56,57,26
2021,bac_professionnel,M,apprentissage,clermont-ferrand,pro_prod,367,361,310,39,12,7,5,317,0,24,75,113,105,44
2021,bac_professionnel,M,apprentissage,clermont-ferrand,pro_serv,49,49,40,5,4,2,2,42,0,4,8,16,14,7
2021,bac_professionnel,M,apprentissage,corse,pro_prod,27,23,21,2,0,0,0,21,0,5,6,8,2,2
2021,bac_professionnel,M,apprentissage,corse,pro_serv,15,14,9,4,1,1,0,10,0,1,2,2,5,4
2021,bac_professionnel,M,apprentissage,creteil,pro_prod,776,738,574,113,51,26,25,600,0,50,118,196,236,138
2021,bac_professionnel,M,apprentissage,creteil,pro_serv,151,141,108,24,9,7,2,115,0,6,28,37,44,26
2021,bac_professionnel,M,apprentissage,dijon,pro_prod,511,506,415,71,20,11,9,426,0,15,82,173,156,80
2021,bac_professionnel,M,apprentissage,dijon,pro_serv,58,56,44,7,5,2,3,46,0,1,17,14,14,10
2021,bac_professionnel,M,apprentissage,grenoble,pro_prod,1011,1005,891,81,33,22,11,913,0,65,213,331,304,92
2021,bac_professionnel,M,apprentissage,grenoble,pro_serv,186,182,150,21,11,8,3,158,0,9,38,53,58,24
2021,bac_professionnel,M,apprentissage,guadeloupe,pro_prod,13,10,8,1,1,0,1,8,0,0,0,3,5,2
2021,bac_professionnel,M,apprentissage,guadeloupe,pro_serv,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,bac_professionnel,M,apprentissage,guyane,pro_prod,2,1,1,0,0,0,0,1,0,0,0,1,0,0
2021,bac_professionnel,M,apprentissage,guyane,pro_serv,1,1,1,0,0,0,0,1,0,0,0,0,1,0
2021,bac_professionnel,M,apprentissage,la_reunion,pro_prod,41,38,23,9,6,3,3,26,0,2,9,3,12,12
2021,bac_professionnel,M,apprentissage,la_reunion,pro_serv,15,12,7,0,5,5,0,12,0,0,1,4,7,0
2021,bac_professionnel,M,apprentissage,lille,pro_prod,863,849,698,112,39,22,17,720,0,69,150,248,253,129
2021,bac_professionnel,M,apprentissage,lille,pro_serv,119,110,94,11,5,4,1,98,0,7,19,45,27,12
2021,bac_professionnel,M,apprentissage,limoges,pro_prod,181,179,163,12,4,4,0,167,0,15,37,57,58,12
2021,bac_professionnel,M,apprentissage,limoges,pro_serv,22,22,19,1,2,1,1,20,0,2,2,7,9,2
2021,bac_professionnel,M,apprentissage,lyon,pro_prod,871,859,737,94,28,19,9,756,0,64,183,261,248,103
2021,bac_professionnel,M,apprentissage,lyon,pro_serv,175,162,121,22,19,12,7,133,0,8,24,38,63,29
2021,bac_professionnel,M,apprentissage,martinique,pro_prod,53,48,33,10,5,3,2,36,0,1,7,8,20,12
2021,bac_professionnel,M,apprentissage,martinique,pro_serv,14,13,8,0,5,5,0,13,0,0,1,4,8,0
2021,bac_professionnel,M,apprentissage,mayotte,pro_prod,21,20,5,11,4,4,0,9,0,1,0,0,8,11
2021,bac_professionnel,M,apprentissage,mayotte,pro_serv,12,12,4,7,1,1,0,5,0,0,1,3,1,7
2021,bac_professionnel,M,apprentissage,montpellier,pro_prod,395,381,329,36,16,8,8,337,0,22,85,128,102,44
2021,bac_professionnel,M,apprentissage,montpellier,pro_serv,83,83,59,15,9,7,2,66,0,8,12,22,24,17
2021,bac_professionnel,M,apprentissage,nancy-metz,pro_prod,514,507,437,52,18,6,12,443,0,35,105,161,142,64
2021,bac_professionnel,M,apprentissage,nancy-metz,pro_serv,80,79,57,15,7,3,4,60,0,4,14,23,19,19
2021,bac_professionnel,M,apprentissage,nantes,pro_prod,1524,1514,1342,128,44,27,17,1369,0,64,308,513,484,145
2021,bac_professionnel,M,apprentissage,nantes,pro_serv,294,287,221,44,22,14,8,235,0,13,39,89,94,52
2021,bac_professionnel,M,apprentissage,nice,pro_prod,278,266,215,33,18,8,10,223,0,13,50,78,82,43
2021,bac_professionnel,M,apprentissage,nice,pro_serv,54,54,42,9,3,1,2,43,0,3,10,23,7,11
2021,bac_professionnel,M,apprentissage,normandie,pro_prod,997,981,867,89,25,12,13,879,0,77,203,305,294,102
2021,bac_professionnel,M,apprentissage,normandie,pro_serv,141,139,114,12,13,7,6,121,0,7,29,46,39,18
2021,bac_professionnel,M,apprentissage,orleans-tours,pro_prod,655,642,548,63,31,15,16,563,0,23,110,197,233,79
2021,bac_professionnel,M,apprentissage,orleans-tours,pro_serv,118,116,91,14,11,4,7,95,0,3,16,41,35,21
2021,bac_professionnel,M,apprentissage,paris,pro_prod,440,434,373,33,28,15,13,388,0,21,101,154,112,46
2021,bac_professionnel,M,apprentissage,paris,pro_serv,195,182,147,26,9,6,3,153,0,6,39,60,48,29
2021,bac_professionnel,M,apprentissage,poitiers,pro_prod,527,520,446,49,25,11,14,457,0,18,95,174,170,63
