session,voie,sexe,statut_du_candidat,academie,serie,inscrits,presents,admis_au_1er_groupe,refuses_au_1er_groupe,ajournes_passant_les_epreuves_du_rattrapage,admis_au_rattrapage,refuses_au_rattrapage,admis_totaux,mention_tb_avec_les_felicitations,mention_tb_sans_les_felicitations,mention_b,mention_ab,sans_mention,refuses_totaux
2021,bac_technologique,F,scolaire,clermont-ferrand,sthr,41,41,37,1,3,1,2,38,0,2,9,16,11,3
2021,bac_technologique,F,scolaire,clermont-ferrand,sti2d,44,44,42,0,2,0,2,42,0,0,11,19,12,2
2021,bac_technologique,F,scolaire,clermont-ferrand,stl,80,80,76,0,4,2,2,78,0,3,16,32,27,2
2021,bac_technologique,F,scolaire,clermont-ferrand,stmg,489,489,439,7,43,21,22,460,0,6,49,173,232,29
2021,bac_technologique,F,scolaire,corse,st2s,86,86,76,0,10,6,4,82,0,2,11,30,39,4
2021,bac_technologique,F,scolaire,corse,stav,7,7,7,0,0,0,0,7,0,1,4,1,1,0
2021,bac_technologique,F,scolaire,corse,sthr,6,6,6,0,0,0,0,6,0,0,0,1,5,0
2021,bac_technologique,F,scolaire,corse,sti2d,10,10,10,0,0,0,0,10,0,0,5,5,0,0
2021,bac_technologique,F,scolaire,corse,stl,9,9,8,0,1,1,0,9,0,1,1,1,6,0
2021,bac_technologique,F,scolaire,corse,stmg,182,182,170,1,11,8,3,178,0,3,45,75,55,4
2021,bac_technologique,F,scolaire,creteil,st2s,1426,1424,1326,26,72,34,38,1360,4,44,219,532,561,64
2021,bac_technologique,F,scolaire,creteil,stav,31,31,31,0,0,0,0,31,0,1,5,15,10,0
2021,bac_technologique,F,scolaire,creteil,std2a,222,222,212,7,3,1,2,213,1,14,46,81,71,9
2021,bac_technologique,F,scolaire,creteil,sthr,49,49,46,1,2,2,0,48,1,3,10,15,19,1
2021,bac_technologique,F,scolaire,creteil,sti2d,161,161,148,2,11,5,6,153,0,7,25,61,60,8
2021,bac_technologique,F,scolaire,creteil,stl,204,204,175,6,23,10,13,185,1,9,28,74,73,19
2021,bac_technologique,F,scolaire,creteil,stmg,3476,3472,3154,74,244,146,98,3300,0,57,576,1391,1276,172
2021,bac_technologique,F,scolaire,dijon,s2tmd,7,7,7,0,0,0,0,7,0,1,2,4,0,0
2021,bac_technologique,F,scolaire,dijon,st2s,388,388,357,2,29,14,15,371,0,12,60,143,156,17
2021,bac_technologique,F,scolaire,dijon,stav,100,100,99,1,0,0,0,99,0,0,16,44,39,1
2021,bac_technologique,F,scolaire,dijon,std2a,47,47,47,0,0,0,0,47,0,8,18,20,1,0
2021,bac_technologique,F,scolaire,dijon,sthr,25,25,25,0,0,0,0,25,1,1,4,7,12,0
2021,bac_technologique,F,scolaire,dijon,sti2d,32,32,30,0,2,1,1,31,0,1,8,13,9,1
2021,bac_technologique,F,scolaire,dijon,stl,119,119,105,1,13,5,8,110,0,10,32,38,30,9
2021,bac_technologique,F,scolaire,dijon,stmg,670,669,602,11,56,29,27,631,0,8,84,249,290,38
2021,bac_technologique,F,scolaire,grenoble,s2tmd,5,5,5,0,0,0,0,5,0,1,3,1,0,0
2021,bac_technologique,F,scolaire,grenoble,st2s,798,797,744,7,46,22,24,766,1,30,147,321,267,31
2021,bac_technologique,F,scolaire,grenoble,stav,158,157,156,1,0,0,0,156,0,6,33,76,41,1
2021,bac_technologique,F,scolaire,grenoble,std2a,118,118,116,1,1,1,0,117,0,15,49,44,9,1
2021,bac_technologique,F,scolaire,grenoble,sthr,70,70,67,2,1,1,0,68,0,5,9,33,21,2
2021,bac_technologique,F,scolaire,grenoble,sti2d,130,130,124,2,4,1,3,125,3,10,34,46,32,5
2021,bac_technologique,F,scolaire,grenoble,stl,179,179,165,3,11,6,5,171,0,8,36,80,47,8
2021,bac_technologique,F,scolaire,grenoble,stmg,2174,2173,2006,24,143,75,68,2081,2,44,335,862,838,92
2021,bac_technologique,F,scolaire,guadeloupe,s2tmd,7,7,7,0,0,0,0,7,0,3,1,1,2,0
2021,bac_technologique,F,scolaire,guadeloupe,st2s,229,229,221,0,8,7,1,228,0,2,34,97,95,1
2021,bac_technologique,F,scolaire,guadeloupe,stav,5,5,5,0,0,0,0,5,0,1,1,2,1,0
2021,bac_technologique,F,scolaire,guadeloupe,std2a,27,27,27,0,0,0,0,27,0,0,10,15,2,0
2021,bac_technologique,F,scolaire,guadeloupe,sthr,14,14,14,0,0,0,0,14,0,1,3,7,3,0
2021,bac_technologique,F,scolaire,guadeloupe,sti2d,25,25,22,0,3,2,1,24,0,0,5,9,10,1
2021,bac_technologique,F,scolaire,guadeloupe,stl,36,36,29,1,6,5,1,34,0,0,2,9,23,2
2021,bac_technologique,F,scolaire,guadeloupe,stmg,300,300,262,6,32,29,3,291,0,5,34,100,152,9
2021,bac_technologique,F,scolaire,guyane,st2s,169,169,134,6,29,10,19,144,0,4,20,29,91,25
2021,bac_technologique,F,scolaire,guyane,stav,4,4,4,0,0,0,0,4,0,0,1,3,0,0
2021,bac_technologique,F,scolaire,guyane,sthr,10,10,7,2,1,0,1,7,0,1,1,2,3,3
2021,bac_technologique,F,scolaire,guyane,sti2d,21,21,18,1,2,2,0,20,0,1,2,7,10,1
2021,bac_technologique,F,scolaire,guyane,stl,37,37,22,5,10,3,7,25,0,1,5,6,13,12
2021,bac_technologique,F,scolaire,guyane,stmg,171,171,149,7,15,9,6,158,0,4,16,61,77,13
2021,bac_technologique,F,scolaire,la_reunion,st2s,381,381,350,11,20,14,6,364,0,18,56,135,155,17
2021,bac_technologique,F,scolaire,la_reunion,stav,6,6,6,0,0,0,0,6,0,0,0,1,5,0
2021,bac_technologique,F,scolaire,la_reunion,std2a,23,23,23,0,0,0,0,23,0,2,9,6,6,0
2021,bac_technologique,F,scolaire,la_reunion,sthr,17,17,14,2,1,0,1,14,0,1,2,6,5,3
2021,bac_technologique,F,scolaire,la_reunion,sti2d,84,84,75,2,7,5,2,80,0,1,16,29,34,4
2021,bac_technologique,F,scolaire,la_reunion,stl,74,74,68,1,5,2,3,70,1,2,12,24,31,4
2021,bac_technologique,F,scolaire,la_reunion,stmg,847,847,698,29,120,84,36,782,0,14,109,287,372,65
2021,bac_technologique,F,scolaire,lille,s2tmd,17,17,17,0,0,0,0,17,2,4,6,4,1,0
2021,bac_technologique,F,scolaire,lille,st2s,1734,1732,1567,41,124,74,50,1641,4,54,308,640,635,91
2021,bac_technologique,F,scolaire,lille,stav,143,143,143,0,0,0,0,143,0,11,35,58,39,0
2021,bac_technologique,F,scolaire,lille,std2a,139,139,134,1,4,3,1,137,0,22,41,46,28,2
2021,bac_technologique,F,scolaire,lille,sthr,54,54,47,2,5,3,2,50,0,7,14,10,19,4
2021,bac_technologique,F,scolaire,lille,sti2d,94,94,88,2,4,1,3,89,0,1,22,33,33,5
2021,bac_technologique,F,scolaire,lille,stl,261,261,245,2,14,9,5,254,3,9,50,95,97,7
2021,bac_technologique,F,scolaire,lille,stmg,1992,1992,1764,63,165,92,73,1856,1,57,324,757,717,136
2021,bac_technologique,F,scolaire,limoges,st2s,218,218,199,4,15,8,7,207,0,4,36,89,78,11
2021,bac_technologique,F,scolaire,limoges,stav,38,37,37,0,0,0,0,37,0,0,10,16,11,0
2021,bac_technologique,F,scolaire,limoges,std2a,31,31,30,0,1,0,1,30,0,0,6,19,5,1
2021,bac_technologique,F,scolaire,limoges,sthr,7,7,7,0,0,0,0,7,0,1,1,2,3,0
2021,bac_technologique,F,scolaire,limoges,sti2d,28,28,25,2,1,0,1,25,0,0,4,15,6,3
2021,bac_technologique,F,scolaire,limoges,stl,85,85,81,0,4,4,0,85,0,5,21,31,28,0
2021,bac_technologique,F,scolaire,limoges,stmg,267,267,246,5,16,7,9,253,0,6,27,99,121,14
2021,bac_technologique,F,scolaire,lyon,s2tmd,11,11,11,0,0,0,0,11,1,3,5,2,0,0
2021,bac_technologique,F,scolaire,lyon,st2s,935,935,800,21,114,53,61,853,0,15,125,321,392,82
2021,bac_technologique,F,scolaire,lyon,stav,113,113,113,0,0,0,0,113,0,1,10,55,47,0
2021,bac_technologique,F,scolaire,lyon,std2a,126,126,125,0,1,0,1,125,0,5,46,51,23,1
2021,bac_technologique,F,scolaire,lyon,sthr,55,55,55,0,0,0,0,55,1,1,11,24,18,0
2021,bac_technologique,F,scolaire,lyon,sti2d,128,128,124,0,4,3,1,127,1,8,32,50,36,1
2021,bac_technologique,F,scolaire,lyon,stl,233,233,215,1,17,8,9,223,0,8,44,80,91,10
2021,bac_technologique,F,scolaire,lyon,stmg,2040,2040,1816,47,177,81,96,1897,2,30,232,803,830,143
2021,bac_technologique,F,scolaire,martinique,st2s,161,161,143,1,17,12,5,155,0,2,15,54,84,6
2021,bac_technologique,F,scolaire,martinique,stav,5,5,5,0,0,0,0,5,0,0,1,2,2,0
2021,bac_technologique,F,scolaire,martinique,std2a,21,21,21,0,0,0,0,21,0,0,5,7,9,0
2021,bac_technologique,F,scolaire,martinique,sthr,10,10,9,0,1,0,1,9,0,0,1,3,5,1
2021,bac_technologique,F,scolaire,martinique,sti2d,22,22,21,1,0,0,0,21,0,0,2,12,7,1
2021,bac_technologique,F,scolaire,martinique,stl,15,15,15,0,0,0,0,15,0,0,5,7,3,0
2021,bac_technologique,F,scolaire,martinique,stmg,236,236,210,3,23,21,2,231,0,4,25,80,122,5
2021,bac_technologique,F,scolaire,mayotte,st2s,58,58,45,0,13,4,9,49,0,0,1,17,31,9
2021,bac_technologique,F,scolaire,mayotte,std2a,18,18,13,0,5,2,3,15,0,0,0,4,11,3
2021,bac_technologique,F,scolaire,mayotte,sthr,16,16,7,3,6,3,3,10,0,0,1,1,8,6
2021,bac_technologique,F,scolaire,mayotte,sti2d,57,57,39,3,15,5,10,44,0,0,2,11,31,13
2021,bac_technologique,F,scolaire,mayotte,stl,66,66,49,1,16,13,3,62,0,0,4,12,46,4
2021,bac_technologique,F,scolaire,mayotte,stmg,623,623,298,78,247,135,112,433,0,1,9,69,354,190
2021,bac_technologique,F,scolaire,montpellier,s2tmd,5,5,4,1,0,0,0,4,0,2,2,0,0,1
2021,bac_technologique,F,scolaire,montpellier,st2s,800,800,742,17,41,26,15,768,1,17,173,314,263,32
2021,bac_technologique,F,scolaire,montpellier,stav,100,100,100,0,0,0,0,100,0,3,19,49,29,0
2021,bac_technologique,F,scolaire,montpellier,std2a,107,107,107,0,0,0,0,107,1,7,27,49,23,0
2021,bac_technologique,F,scolaire,montpellier,sthr,43,43,40,1,2,2,0,42,0,1,12,19,10,1
2021,bac_technologique,F,scolaire,montpellier,sti2d,80,80,70,3,7,2,5,72,0,6,21,27,18,8
2021,bac_technologique,F,scolaire,montpellier,stl,171,171,161,1,9,4,5,165,0,5,38,65,57,6
2021,bac_technologique,F,scolaire,montpellier,stmg,1557,1557,1435,32,90,45,45,1480,3,32,280,627,538,77
2021,bac_technologique,F,scolaire,nancy-metz,s2tmd,19,19,19,0,0,0,0,19,0,5,9,5,0,0
2021,bac_technologique,F,scolaire,nancy-metz,st2s,643,642,573,9,60,29,31,602,1,14,92,231,264,40
2021,bac_technologique,F,scolaire,nancy-metz,stav,75,75,74,1,0,0,0,74,0,3,10,33,28,1
2021,bac_technologique,F,scolaire,nancy-metz,std2a,87,87,87,0,0,0,0,87,1,16,32,32,6,0
2021,bac_technologique,F,scolaire,nancy-metz,sthr,63,63,57,0,6,3,3,60,0,3,8,28,21,3
2021,bac_technologique,F,scolaire,nancy-metz,sti2d,88,88,81,0,7,3,4,84,0,3,21,38,22,4
2021,bac_technologique,F,scolaire,nancy-metz,stl,195,195,180,7,8,3,5,183,0,6,35,75,67,12
2021,bac_technologique,F,scolaire,nancy-metz,stmg,1135,1135,1042,14,79,44,35,1086,1,21,175,450,439,49
2021,bac_technologique,F,scolaire,nantes,s2tmd,24,24,24,0,0,0,0,24,1,7,9,5,2,0
2021,bac_technologique,F,scolaire,nantes,st2s,1132,1132,1077,9,46,22,24,1099,0,44,219,463,373,33
2021,bac_technologique,F,scolaire,nantes,stav,132,132,130,2,0,0,0,130,0,2,20,53,55,2
2021,bac_technologique,F,scolaire,nantes,std2a,172,172,172,0,0,0,0,172,0,28,80,54,10,0
2021,bac_technologique,F,scolaire,nantes,sthr,94,94,92,0,2,1,1,93,0,6,23,36,28,1
2021,bac_technologique,F,scolaire,nantes,sti2d,123,123,116,0,7,2,5,118,0,9,19,47,43,5
2021,bac_technologique,F,scolaire,nantes,stl,197,197,181,1,15,5,10,186,0,12,34,73,67,11
2021,bac_technologique,F,scolaire,nantes,stmg,2017,2016,1868,26,122,66,56,1934,0,37,316,829,752,82
2021,bac_technologique,F,scolaire,nice,s2tmd,5,5,4,0,1,0,1,4,0,1,1,2,0,1
2021,bac_technologique,F,scolaire,nice,st2s,392,392,371,4,17,5,12,376,0,20,75,150,131,16
2021,bac_technologique,F,scolaire,nice,stav,38,38,37,1,0,0,0,37,0,2,1,23,11,1
2021,bac_technologique,F,scolaire,nice,std2a,90,90,88,1,1,0,1,88,0,23,30,21,14,2
2021,bac_technologique,F,scolaire,nice,sthr,45,45,45,0,0,0,0,45,0,2,15,14,14,0
2021,bac_technologique,F,scolaire,nice,sti2d,51,51,50,1,0,0,0,50,0,1,11,29,9,1
2021,bac_technologique,F,scolaire,nice,stl,123,123,117,0,6,6,0,123,2,12,29,46,34,0
2021,bac_technologique,F,scolaire,nice,stmg,1106,1105,1018,18,69,36,33,1054,2,28,173,452,399,51
2021,bac_technologique,F,scolaire,normandie,s2tmd,15,15,14,1,0,0,0,14,1,6,5,2,0,1
2021,bac_technologique,F,scolaire,normandie,st2s,908,908,830,11,67,40,27,870,0,29,133,314,394,38
2021,bac_technologique,F,scolaire,normandie,stav,137,137,133,4,0,0,0,133,0,5,19,57,52,4
2021,bac_technologique,F,scolaire,normandie,std2a,53,53,53,0,0,0,0,53,0,10,23,18,2,0
2021,bac_technologique,F,scolaire,normandie,sthr,61,61,58,0,3,2,1,60,0,4,16,30,10,1
2021,bac_technologique,F,scolaire,normandie,sti2d,91,91,85,0,6,2,4,87,0,5,16,29,37,4
2021,bac_technologique,F,scolaire,normandie,stl,229,229,201,4,24,15,9,216,1,7,30,71,107,13
2021,bac_technologique,F,scolaire,normandie,stmg,1892,1892,1696,36,160,97,63,1793,0,27,247,702,817,99
2021,bac_technologique,F,scolaire,orleans-tours,s2tmd,7,7,7,0,0,0,0,7,0,1,5,0,1,0
2021,bac_technologique,F,scolaire,orleans-tours,st2s,597,596,567,3,26,13,13,580,1,19,135,247,178,16
2021,bac_technologique,F,scolaire,orleans-tours,stav,148,148,143,5,0,0,0,143,0,2,22,63,56,5
2021,bac_technologique,F,scolaire,orleans-tours,std2a,175,175,172,1,2,1,1,173,2,18,58,67,28,2
2021,bac_technologique,F,scolaire,orleans-tours,sthr,59,59,59,0,0,0,0,59,0,3,13,26,17,0
2021,bac_technologique,F,scolaire,orleans-tours,sti2d,66,66,59,0,7,3,4,62,0,2,16,22,22,4
2021,bac_technologique,F,scolaire,orleans-tours,stl,185,185,170,1,14,6,8,176,0,9,39,66,62,9
2021,bac_technologique,F,scolaire,orleans-tours,stmg,1432,1432,1325,18,89,43,46,1368,2,20,215,633,498,64
2021,bac_technologique,F,scolaire,paris,s2tmd,27,27,27,0,0,0,0,27,2,3,13,8,1,0
2021,bac_technologique,F,scolaire,paris,st2s,299,299,276,7,16,10,6,286,1,16,58,106,105,13
2021,bac_technologique,F,scolaire,paris,std2a,161,161,160,0,1,0,1,160,1,12,58,66,23,1
2021,bac_technologique,F,scolaire,paris,sthr,44,44,43,0,1,1,0,44,0,1,12,17,14,0
2021,bac_technologique,F,scolaire,paris,sti2d,64,64,62,1,1,0,1,62,0,2,19,24,17,2
2021,bac_technologique,F,scolaire,paris,stl,110,110,99,3,8,5,3,104,1,4,17,42,40,6
2021,bac_technologique,F,scolaire,paris,stmg,995,994,945,26,23,16,7,961,0,22,196,435,308,33
2021,bac_technologique,F,scolaire,poitiers,st2s,415,415,390,2,23,8,15,398,0,12,78,167,141,17
2021,bac_technologique,F,scolaire,poitiers,stav,69,69,67,2,0,0,0,67,0,0,8,37,22,2
2021,bac_technologique,F,scolaire,poitiers,std2a,98,98,98,0,0,0,0,98,1,4,41,39,13,0
2021,bac_technologique,F,scolaire,poitiers,sthr,44,44,40,0,4,1,3,41,0,2,10,12,17,3
2021,bac_technologique,F,scolaire,poitiers,sti2d,49,49,46,2,1,0,1,46,0,1,14,24,7,3
2021,bac_technologique,F,scolaire,poitiers,stl,80,80,71,0,9,7,2,78,0,2,18,30,28,2
2021,bac_technologique,F,scolaire,poitiers,stmg,836,836,760,18,58,37,21,797,0,22,129,294,352,39
2021,bac_technologique,F,scolaire,reims,s2tmd,10,10,10,0,0,0,0,10,1,3,2,3,1,0
2021,bac_technologique,F,scolaire,reims,st2s,337,337,310,1,26,11,15,321,0,9,41,150,121,16
2021,bac_technologique,F,scolaire,reims,stav,73,73,72,1,0,0,0,72,0,3,15,26,28,1
2021,bac_technologique,F,scolaire,reims,std2a,77,77,77,0,0,0,0,77,1,6,19,33,18,0
2021,bac_technologique,F,scolaire,reims,sthr,13,13,13,0,0,0,0,13,0,2,2,4,5,0
2021,bac_technologique,F,scolaire,reims,sti2d,43,43,38,0,5,4,1,42,0,2,9,11,20,1
2021,bac_technologique,F,scolaire,reims,stl,64,64,60,0,4,0,4,60,1,7,10,23,19,4
2021,bac_technologique,F,scolaire,reims,stmg,727,727,634,27,66,43,23,677,0,14,99,271,293,50
2021,bac_technologique,F,scolaire,rennes,s2tmd,8,8,8,0,0,0,0,8,0,1,2,4,1,0
2021,bac_technologique,F,scolaire,rennes,st2s,939,939,894,7,38,25,13,919,0,24,175,406,314,20
2021,bac_technologique,F,scolaire,rennes,stav,187,185,180,5,0,0,0,180,0,4,23,89,64,5
2021,bac_technologique,F,scolaire,rennes,std2a,103,103,102,1,0,0,0,102,1,16,51,29,5,1
2021,bac_technologique,F,scolaire,rennes,sthr,54,54,54,0,0,0,0,54,0,5,21,18,10,0
2021,bac_technologique,F,scolaire,rennes,sti2d,137,137,134,1,2,1,1,135,0,4,36,60,35,2
2021,bac_technologique,F,scolaire,rennes,stl,149,149,141,1,7,5,2,146,0,8,36,47,55,3
2021,bac_technologique,F,scolaire,rennes,stmg,2179,2177,2083,19,75,42,33,2125,0,36,381,1031,677,52
2021,bac_technologique,F,scolaire,strasbourg,st2s,545,545,521,5,19,5,14,526,0,25,117,248,136,19
2021,bac_technologique,F,scolaire,strasbourg,stav,42,42,42,0,0,0,0,42,0,2,12,15,13,0
2021,bac_technologique,F,scolaire,strasbourg,std2a,75,75,73,1,1,0,1,73,6,11,34,16,6,2
2021,bac_technologique,F,scolaire,strasbourg,sthr,67,67,65,0,2,0,2,65,2,6,16,22,19,2
2021,bac_technologique,F,scolaire,strasbourg,sti2d,78,78,77,0,1,0,1,77,0,6,17,28,26,1
2021,bac_technologique,F,scolaire,strasbourg,stl,176,176,149,3,24,6,18,155,0,13,27,53,62,21
2021,bac_technologique,F,scolaire,strasbourg,stmg,961,961,887,16,58,20,38,907,0,20,156,375,356,54
2021,bac_technologique,F,scolaire,toulouse,s2tmd,6,6,6,0,0,0,0,6,1,2,2,1,0,0
2021,bac_technologique,F,scolaire,toulouse,st2s,830,830,762,9,59,30,29,792,0,17,150,342,283,38
2021,bac_technologique,F,scolaire,toulouse,stav,160,159,157,2,0,0,0,157,0,2,30,78,47,2
2021,bac_technologique,F,scolaire,toulouse,std2a,125,125,124,0,1,1,0,125,3,9,45,51,17,0
2021,bac_technologique,F,scolaire,toulouse,sthr,57,57,53,0,4,3,1,56,0,5,9,22,20,1
2021,bac_technologique,F,scolaire,toulouse,sti2d,100,100,94,2,4,3,1,97,1,7,21,44,24,3
2021,bac_technologique,F,scolaire,toulouse,stl,242,242,230,1,11,9,2,239,1,18,48,98,74,3
2021,bac_technologique,F,scolaire,toulouse,stmg,1314,1314,1207,21,86,42,44,1249,0,32,230,536,451,65
2021,bac_technologique,F,scolaire,versailles,s2tmd,10,10,10,0,0,0,0,10,1,0,4,4,1,0
2021,bac_technologique,F,scolaire,versailles,st2s,1416,1416,1294,26,96,40,56,1334,6,56,254,491,527,82
2021,bac_technologique,F,scolaire,versailles,stav,35,35,34,1,0,0,0,34,0,1,9,15,9,1
2021,bac_technologique,F,scolaire,versailles,std2a,164,164,164,0,0,0,0,164,2,9,51,77,25,0
2021,bac_technologique,F,scolaire,versailles,sthr,56,56,54,1,1,0,1,54,1,3,15,21,14,2
2021,bac_technologique,F,scolaire,versailles,sti2d,184,184,165,10,9,5,4,170,0,12,42,51,65,14
2021,bac_technologique,F,scolaire,versailles,stl,339,339,311,10,18,7,11,318,2,15,77,118,106,21
2021,bac_technologique,F,scolaire,versailles,stmg,3855,3854,3505,74,275,161,114,3666,1,89,601,1546,1429,188
2021,bac_technologique,M,enseignement_a_distance,aix-marseille,stmg,18,16,16,0,0,0,0,16,0,1,8,6,1,0
2021,bac_technologique,M,enseignement_a_distance,amiens,stmg,2,2,2,0,0,0,0,2,0,0,0,1,1,0
2021,bac_technologique,M,enseignement_a_distance,besancon,st2s,1,1,1,0,0,0,0,1,0,0,0,1,0,0
2021,bac_technologique,M,enseignement_a_distance,besancon,stmg,3,3,2,0,1,1,0,3,0,0,0,2,1,0
2021,bac_technologique,M,enseignement_a_distance,bordeaux,st2s,3,3,3,0,0,0,0,3,0,0,0,2,1,0
2021,bac_technologique,M,enseignement_a_distance,bordeaux,stmg,26,24,21,1,2,0,2,21,0,3,4,6,8,3
2021,bac_technologique,M,enseignement_a_distance,clermont-ferrand,st2s,1,1,1,0,0,0,0,1,0,0,0,0,1,0
2021,bac_technologique,M,enseignement_a_distance,clermont-ferrand,stav,15,14,14,0,0,0,0,14,0,0,2,0,12,0
2021,bac_technologique,M,enseignement_a_distance,clermont-ferrand,stmg,3,3,2,1,0,0,0,2,0,0,0,2,0,1
2021,bac_technologique,M,enseignement_a_distance,creteil,stmg,15,12,11,1,0,0,0,11,0,2,3,3,3,1
2021,bac_technologique,M,enseignement_a_distance,dijon,stmg,3,3,3,0,0,0,0,3,0,0,2,0,1,0
2021,bac_technologique,M,enseignement_a_distance,grenoble,st2s,1,1,1,0,0,0,0,1,0,0,0,0,1,0
2021,bac_technologique,M,enseignement_a_distance,grenoble,stmg,14,10,7,3,0,0,0,7,0,1,2,1,3,3
2021,bac_technologique,M,enseignement_a_distance,guadeloupe,stmg,1,1,1,0,0,0,0,1,0,0,0,0,1,0
2021,bac_technologique,M,enseignement_a_distance,la_reunion,stmg,3,3,3,0,0,0,0,3,0,0,1,2,0,0
2021,bac_technologique,M,enseignement_a_distance,lille,st2s,2,1,1,0,0,0,0,1,0,0,0,0,1,0
2021,bac_technologique,M,enseignement_a_distance,lille,stmg,12,12,11,0,1,1,0,12,0,0,4,3,5,0
2021,bac_technologique,M,enseignement_a_distance,lyon,st2s,2,2,2,0,0,0,0,2,0,0,0,0,2,0
2021,bac_technologique,M,enseignement_a_distance,lyon,stmg,15,15,14,1,0,0,0,14,0,1,5,4,4,1
2021,bac_technologique,M,enseignement_a_distance,martinique,st2s,1,1,1,0,0,0,0,1,0,0,1,0,0,0
2021,bac_technologique,M,enseignement_a_distance,martinique,stmg,2,2,2,0,0,0,0,2,0,0,0,2,0,0
2021,bac_technologique,M,enseignement_a_distance,montpellier,st2s,1,1,1,0,0,0,0,1,0,0,0,1,0,0
2021,bac_technologique,M,enseignement_a_distance,montpellier,stmg,40,40,39,0,1,0,1,39,0,2,10,8,19,1
2021,bac_technologique,M,enseignement_a_distance,nancy-metz,stmg,4,4,3,1,0,0,0,3,0,0,1,2,0,1
2021,bac_technologique,M,enseignement_a_distance,nantes,st2s,1,1,1,0,0,0,0,1,0,0,1,0,0,0
2021,bac_technologique,M,enseignement_a_distance,nantes,stmg,7,7,6,1,0,0,0,6,0,0,2,3,1,1
2021,bac_technologique,M,enseignement_a_distance,nice,stmg,16,16,16,0,0,0,0,16,0,3,8,4,1,0
2021,bac_technologique,M,enseignement_a_distance,normandie,st2s,1,1,1,0,0,0,0,1,0,0,1,0,0,0
2021,bac_technologique,M,enseignement_a_distance,normandie,stmg,10,9,9,0,0,0,0,9,0,0,4,4,1,0
2021,bac_technologique,M,enseignement_a_distance,orleans-tours,st2s,1,1,1,0,0,0,0,1,0,0,0,1,0,0
2021,bac_technologique,M,enseignement_a_distance,orleans-tours,stmg,2,1,1,0,0,0,0,1,0,0,0,1,0,0
2021,bac_technologique,M,enseignement_a_distance,paris,stmg,9,8,8,0,0,0,0,8,0,0,3,0,5,0
2021,bac_technologique,M,enseignement_a_distance,poitiers,stmg,6,6,6,0,0,0,0,6,0,0,2,4,0,0
2021,bac_technologique,M,enseignement_a_distance,reims,stmg,1,1,1,0,0,0,0,1,0,0,0,1,0,0
2021,bac_technologique,M,enseignement_a_distance,rennes,st2s,1,1,1,0,0,0,0,1,0,0,1,0,0,0
2021,bac_technologique,M,enseignement_a_distance,rennes,stmg,7,6,6,0,0,0,0,6,0,1,2,1,2,0
2021,bac_technologique,M,enseignement_a_distance,strasbourg,stmg,5,5,4,0,1,1,0,5,0,1,1,0,3,0
2021,bac_technologique,M,enseignement_a_distance,toulouse,st2s,1,1,1,0,0,0,0,1,0,1,0,0,0,0
2021,bac_technologique,M,enseignement_a_distance,toulouse,stmg,9,9,9,0,0,0,0,9,0,2,5,1,1,0
2021,bac_technologique,M,enseignement_a_distance,versailles,st2s,2,2,2,0,0,0,0,2,0,0,1,1,0,0
2021,bac_technologique,M,enseignement_a_distance,versailles,stmg,33,32,29,2,1,1,0,30,0,1,7,14,8,2
2021,bac_technologique,M,individuel,aix-marseille,st2s,6,5,3,2,0,0,0,3,0,0,0,1,2,2
2021,bac_technologique,M,individuel,aix-marseille,stav,2,2,2,0,0,0,0,2,0,0,0,0,2,0
2021,bac_technologique,M,individuel,aix-marseille,sthr,4,4,4,0,0,0,0,4,0,0,0,4,0,0
2021,bac_technologique,M,individuel,aix-marseille,sti2d,6,1,0,1,0,0,0,0,0,0,0,0,0,1
2021,bac_technologique,M,individuel,aix-marseille,stl,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,bac_technologique,M,individuel,aix-marseille,stmg,47,28,18,6,4,2,2,20,0,0,1,9,10,8
2021,bac_technologique,M,individuel,amiens,st2s,3,3,2,1,0,0,0,2,0,0,0,0,2,1
2021,bac_technologique,M,individuel,amiens,stav,1,1,0,1,0,0,0,0,0,0,0,0,0,1
2021,bac_technologique,M,individuel,amiens,sthr,1,1,0,0,1,1,0,1,0,0,0,0,1,0
2021,bac_technologique,M,individuel,amiens,sti2d,6,6,1,5,0,0,0,1,0,0,0,0,1,5
2021,bac_technologique,M,individuel,amiens,stmg,17,17,6,9,2,2,0,8,0,0,0,2,6,9
2021,bac_technologique,M,individuel,besancon,st2s,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,bac_technologique,M,individuel,besancon,sthr,1,1,0,1,0,0,0,0,0,0,0,0,0,1
2021,bac_technologique,M,individuel,besancon,sti2d,2,2,0,2,0,0,0,0,0,0,0,0,0,2
2021,bac_technologique,M,individuel,besancon,stmg,9,6,5,0,1,0,1,5,0,0,0,1,4,1
2021,bac_technologique,M,individuel,bordeaux,s2tmd,1,1,1,0,0,0,0,1,0,0,0,1,0,0
2021,bac_technologique,M,individuel,bordeaux,st2s,4,3,0,2,1,1,0,1,0,0,0,0,1,2
2021,bac_technologique,M,individuel,bordeaux,sti2d,2,1,0,0,1,1,0,1,0,0,0,0,1,0
2021,bac_technologique,M,individuel,bordeaux,stl,1,1,0,1,0,0,0,0,0,0,0,0,0,1
2021,bac_technologique,M,individuel,bordeaux,stmg,33,27,15,7,5,5,0,20,0,0,0,4,16,7
